feature,shap_importance
Aspect_Ration,0.6820684249282526
Compactness,0.6646221705994989
Eccentricity,0.5951954483084791
Roundness,0.33713752656081747
Major_Axis_Length,0.29899441436476965
Solidity,0.23849104003067256
Minor_Axis_Length,0.20377997169711876
Perimeter,0.15190981436016054
Convex_Area,0.13398123780482046
Equiv_Diameter,0.11104551371933877
Extent,0.1031133195624452
Area,0.08132908759496921
