feature,shap_importance
Aspect_Ration,0.9604864446127667
Eccentricity,0.8881677965572071
Compactness,0.5492347804950329
Roundness,0.36561428730425627
Solidity,0.3536458556835086
Minor_Axis_Length,0.29131210370474564
Major_Axis_Length,0.22711937366940343
Extent,0.20784319976504634
Area,0.11068808509032978
Equiv_Diameter,0.10948268297767699
Convex_Area,0.09792576750018321
Perimeter,0.07413793010595042
