feature,mean_importance
Equiv_Diameter,-0.004573225725604169
Major_Axis_Length,-0.003935583947931564
Perimeter,0.0009614743586216612
Minor_Axis_Length,0.002246180649305951
Convex_Area,0.004345214162279787
Area,0.007632268959233646
Extent,0.010267185161668912
Roundness,0.01232509148967692
Solidity,0.012370009496997892
Compactness,0.021354005199821745
Aspect_Ration,0.023475599847573903
Eccentricity,0.08203987069583663
