feature,mean_importance
Equiv_Diameter,0.007572745253089758
Extent,0.008272599150551157
Perimeter,0.009800527452350927
Roundness,0.010137840951722238
Convex_Area,0.013293571181385605
Solidity,0.01655073390775489
Area,0.0192830491723113
Major_Axis_Length,0.023913334894865884
Minor_Axis_Length,0.02416343222441702
Aspect_Ration,0.035274668084817766
Compactness,0.05282599126044685
Eccentricity,0.05624113593445719
