feature,shap_importance
Eccentricity,0.9055924670179658
Aspect_Ration,0.8601653473861031
Compactness,0.41776962558498565
Solidity,0.363570756120544
Roundness,0.3113396762866772
Major_Axis_Length,0.27627727854225953
Minor_Axis_Length,0.20167463643555655
Perimeter,0.14018188106533105
Extent,0.13650565043180993
Area,0.11676977184321383
Convex_Area,0.07782658597412215
Equiv_Diameter,0.07652643570426161
