feature,mean_importance
Convex_Area,-0.002290140112143013
Area,0.00027663573610449134
Minor_Axis_Length,0.0026390136652189255
Equiv_Diameter,0.004584749918121167
Major_Axis_Length,0.007514517380170604
Perimeter,0.01011520504181932
Extent,0.010506360496890965
Compactness,0.02400896054035827
Roundness,0.025525207682795915
Solidity,0.030836523839967454
Eccentricity,0.03682806368294607
Aspect_Ration,0.06960684439084958
