feature,mean_importance
Convex_Area,-0.005262044355670436
Extent,-0.003398782286227786
Equiv_Diameter,-0.001657717795666469
Perimeter,-0.00032611413754604635
Roundness,0.002740903660509103
Area,0.0031711489574769215
Minor_Axis_Length,0.01012095865543588
Major_Axis_Length,0.02335522027993136
Solidity,0.04642426450083014
Eccentricity,0.05206053033102931
Aspect_Ration,0.057988514687401224
Compactness,0.07305492551940232
