feature,shap_importance
Aspect_Ration,0.8132823578801929
Eccentricity,0.6230357894296149
Compactness,0.5053308574769426
Roundness,0.31499676488307765
Solidity,0.20091962529136198
Major_Axis_Length,0.18011692824725078
Minor_Axis_Length,0.16063494318073038
Perimeter,0.13137573722880752
Equiv_Diameter,0.08238070318006555
Convex_Area,0.0729866907806295
Extent,0.06707263923143891
Area,0.054949862190057715
