feature,mean_importance
Equiv_Diameter,-0.0007042644335820136
Area,0.0026916352161465928
Convex_Area,0.0030129642524262036
Perimeter,0.004062391399303283
Minor_Axis_Length,0.017473222409360112
Extent,0.020526033537098302
Solidity,0.025965461301549024
Roundness,0.035684271174784295
Major_Axis_Length,0.036625441744891046
Compactness,0.045175025425380884
Aspect_Ration,0.07834647913358142
Eccentricity,0.07851867577763336
