feature,mean_importance
Convex_Area,-0.008647399336742911
Extent,-0.006972457158129375
Area,-0.0019032528222405198
Perimeter,0.001147244009215248
Equiv_Diameter,0.004768730109479447
Minor_Axis_Length,0.007352324306619773
Major_Axis_Length,0.013546713327890226
Solidity,0.021612270995961913
Compactness,0.027445481190351128
Roundness,0.030654580596361714
Eccentricity,0.056618694278828555
Aspect_Ration,0.07629035354103694
