feature,shap_importance
Eccentricity,1.0066061724418132
Aspect_Ration,0.6683691267605455
Compactness,0.635859415837758
Solidity,0.3479171822381745
Roundness,0.3278505880052255
Major_Axis_Length,0.21844651909248658
Extent,0.19867393047029552
Minor_Axis_Length,0.18866069960331028
Perimeter,0.15923573138059188
Convex_Area,0.12580032966681384
Area,0.09294844340409672
Equiv_Diameter,0.07406972420828362
