feature,shap_importance
Eccentricity,0.763389834463863
Aspect_Ration,0.7494629864083029
Compactness,0.6918428608160899
Solidity,0.3936913728887658
Major_Axis_Length,0.3471906528274701
Minor_Axis_Length,0.271962919673731
Roundness,0.1968608092472576
Extent,0.17477778580544506
Perimeter,0.12272722117011839
Equiv_Diameter,0.10460446098885233
Area,0.10315110319061334
Convex_Area,0.09335854928547532
