feature,shap_importance
Eccentricity,0.948389003493301
Aspect_Ration,0.7496914686245661
Compactness,0.6895902043090106
Solidity,0.43623491271998915
Roundness,0.2991180349369159
Major_Axis_Length,0.26647148494362394
Minor_Axis_Length,0.2136397010263181
Extent,0.19248352138026092
Perimeter,0.12440825162883383
Area,0.11562483158698798
Convex_Area,0.10125528671519186
Equiv_Diameter,0.09540017616129591
