feature,mean_importance
Convex_Area,-0.00695769063210161
Extent,-0.0010957277969539825
Area,0.00044642588147953967
Perimeter,0.001726610049952626
Equiv_Diameter,0.005859048828635638
Major_Axis_Length,0.010527190332119097
Minor_Axis_Length,0.010679865302346447
Roundness,0.016673073498848813
Compactness,0.02738268636586715
Solidity,0.029271402525438396
Aspect_Ration,0.06829841186640007
Eccentricity,0.09966840613295133
