feature,shap_importance
Eccentricity,0.9862053713672577
Aspect_Ration,0.5586269076296714
Compactness,0.4327971533905839
Roundness,0.23471374455536698
Major_Axis_Length,0.17311921909796868
Solidity,0.16619526096896794
Minor_Axis_Length,0.12146292133287616
Perimeter,0.09223955276605247
Extent,0.08014167774739263
Area,0.07307189146741727
Equiv_Diameter,0.05538803412977881
Convex_Area,0.043199776984866885
