feature,shap_importance
Eccentricity,0.8750544755036367
Aspect_Ration,0.7708101971952607
Compactness,0.7411918658714164
Solidity,0.4068636451597519
Roundness,0.3216944741383471
Major_Axis_Length,0.28141797438049915
Minor_Axis_Length,0.2580477831247123
Extent,0.21534862207867994
Area,0.13998513703618068
Perimeter,0.12824128485553102
Equiv_Diameter,0.11652102089661912
Convex_Area,0.10794429334015021
