feature,mean_importance
Equiv_Diameter,-0.009195404725768418
Perimeter,-0.0044645710217202485
Area,-0.004214707256256628
Convex_Area,-0.004119322793072422
Minor_Axis_Length,0.004976012960111293
Roundness,0.005947159994729423
Extent,0.007200343815176646
Eccentricity,0.01679532390554807
Major_Axis_Length,0.018699589588165765
Aspect_Ration,0.019143117098936586
Solidity,0.021349923798843623
Compactness,0.08969969105523205
