feature,mean_importance
Area,-0.0009643137759849929
Equiv_Diameter,0.0003072083981166651
Convex_Area,0.003267214417135578
Extent,0.0036859027985321814
Solidity,0.004834500954904075
Aspect_Ration,0.006002915667371378
Roundness,0.006425098597968182
Perimeter,0.007664212205416987
Major_Axis_Length,0.011505798687936308
Eccentricity,0.02342666488291849
Minor_Axis_Length,0.031266412767402704
Compactness,0.06840133111978434
