feature,mean_importance
Extent,0.0018122857716663665
Convex_Area,0.0035727669829474728
Solidity,0.004618847969320128
Roundness,0.005419365233349971
Equiv_Diameter,0.006747929635080685
Area,0.007801952293244052
Aspect_Ration,0.009600486463804158
Perimeter,0.012552025251947962
Eccentricity,0.016195801294579527
Major_Axis_Length,0.024123812753167904
Minor_Axis_Length,0.025889368127328748
Compactness,0.06485498666652392
