feature,mean_importance
Extent,-0.0027270427510666996
Equiv_Diameter,0.0053214321693263065
Solidity,0.00545830245324283
Aspect_Ration,0.007332112434121657
Convex_Area,0.0077075033619454615
Area,0.010608926068676383
Roundness,0.011035388015599357
Perimeter,0.011314654633145594
Major_Axis_Length,0.022507484834144952
Eccentricity,0.024356337442022723
Minor_Axis_Length,0.029302609612941066
Compactness,0.0927355514386946
