feature,mean_importance
Perimeter,-0.001017776234432627
Equiv_Diameter,0.0003577221695945765
Area,0.002357257003297103
Convex_Area,0.0041919224143586505
Extent,0.0054578999306970685
Roundness,0.010417046184966533
Aspect_Ration,0.011346170160566405
Solidity,0.014038524376700268
Major_Axis_Length,0.019543378257275645
Minor_Axis_Length,0.025981483775200986
Eccentricity,0.04131623406240925
Compactness,0.09787188180782347
