feature,mean_importance
Convex_Area,-0.006208740908266963
Equiv_Diameter,-0.0035915132535344063
Area,-0.0006954325380471027
Extent,0.003540507309906615
Minor_Axis_Length,0.005456548970356512
Perimeter,0.005630393705103343
Roundness,0.005916142448791561
Aspect_Ration,0.008280587364228176
Solidity,0.018972012397310133
Major_Axis_Length,0.029751240604747976
Eccentricity,0.03286525546204836
Compactness,0.1074459698828727
