feature,mean_importance
Extent,0.005937494965838619
Equiv_Diameter,0.008589114909458628
Convex_Area,0.00902269754449464
Area,0.009399734053668184
Solidity,0.011618285353747782
Perimeter,0.015874894764037993
Minor_Axis_Length,0.02729555354806541
Roundness,0.04107888495766565
Major_Axis_Length,0.056891540961490905
Aspect_Ration,0.05859546722602321
Compactness,0.07848793089177997
Eccentricity,0.07892070068921261
