feature,mean_importance
Equiv_Diameter,-0.02571032016851269
Perimeter,-0.02264701727823574
Area,-0.020205502841601643
Convex_Area,-0.01796326487508071
Major_Axis_Length,-0.007044510179229535
Roundness,-0.001915450366555771
Solidity,0.00011859464345569393
Minor_Axis_Length,0.011505580776363766
Extent,0.011888894082590284
Compactness,0.01738567970879542
Aspect_Ration,0.019192748153368567
Eccentricity,0.029704315262531245
