feature,mean_importance
Area,0.0006990638497437251
Convex_Area,0.0013017628718812236
Perimeter,0.005354270309687848
Extent,0.006043956056949723
Equiv_Diameter,0.010537446109232624
Solidity,0.01618446309667442
Roundness,0.02121011777116749
Minor_Axis_Length,0.022859541514695547
Major_Axis_Length,0.07223519079243881
Aspect_Ration,0.08066375338423978
Eccentricity,0.08312148016610674
Compactness,0.14671460874069486
