feature,mean_importance
Equiv_Diameter,0.01231869506842571
Convex_Area,0.013110380205762084
Extent,0.01319798212945561
Perimeter,0.014020816771892786
Area,0.016161232823013162
Solidity,0.024045022829150074
Roundness,0.02490059800637039
Minor_Axis_Length,0.03509306378140843
Compactness,0.06743450338705935
Aspect_Ration,0.06819751303364653
Major_Axis_Length,0.07513463575871535
Eccentricity,0.08636096857776901
