feature,mean_importance
Extent,0.0067514639266949335
Solidity,0.010366908202549896
Equiv_Diameter,0.010494973888398896
Perimeter,0.012911221228574488
Convex_Area,0.012947314190767478
Area,0.013240741052543881
Roundness,0.022912782908581574
Minor_Axis_Length,0.03323002422526903
Major_Axis_Length,0.04297005418546901
Compactness,0.062452389180341336
Aspect_Ration,0.08456422638987421
Eccentricity,0.09254339888856612
