feature,mean_importance
Extent,0.006565120993529627
Area,0.01050863673608642
Equiv_Diameter,0.011439587178838095
Convex_Area,0.013155433606771216
Perimeter,0.016966145829279522
Solidity,0.02354942911230943
Roundness,0.034041187970007616
Minor_Axis_Length,0.040985245978769444
Major_Axis_Length,0.04951847662164094
Aspect_Ration,0.055907532905672984
Compactness,0.0599848764299231
Eccentricity,0.07918117742582101
