feature,mean_importance
Extent,-0.0009242562048819459
Perimeter,0.00631420229005315
Solidity,0.006660268029590755
Area,0.0092443247135244
Convex_Area,0.010396999877597957
Equiv_Diameter,0.014040929848079975
Roundness,0.01582214262977366
Minor_Axis_Length,0.03976364402816516
Major_Axis_Length,0.040442743263950066
Compactness,0.04977358040707256
Aspect_Ration,0.05118263663132218
Eccentricity,0.054852102847482764
